"﻿SIGLA";"NOMBRE PROYECTO";"TIPO INNOVACION";"año";"conv";"SEMESTRE";"FRENTE";"multi";"CODIGO CURSO";"CURSO";"PROG CURSO";"DEPTO CURSO";"FAC CURSO";"CRN";"SECC";"PERIOD";"SUB PER";"FASE ACOMPAÑAMIENTO PED";"NOMBRE PROFESOR";"CORREO PROFESOR";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18346";"16";"201820";"8B";"IMPLEMENTACION";"Nombre profesor1899";"Login profesor1898";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18347";"17";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17191";"Login profesor17190";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18348";"18";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17242";"Login profesor17241";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18367";"19";"201820";"8B";"IMPLEMENTACION";"Nombre profesor1899";"Login profesor1898";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18368";"20";"201820";"8B";"IMPLEMENTACION";"Nombre profesor1979";"Login profesor1978";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18369";"21";"201820";"8B";"IMPLEMENTACION";"Nombre profesor1131";"Login profesor1130";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18370";"22";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17246";"Login profesor17245";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18358";"24";"201820";"8B";"IMPLEMENTACION";"Nombre profesor1124";"Login profesor1123";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18359";"25";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17227";"Login estudiante2882";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18360";"26";"201820";"8B";"IMPLEMENTACION";"Nombre profesor1085";"Login profesor1084";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18371";"27";"201820";"8B";"IMPLEMENTACION";"Nombre profesor1092";"Login profesor1091";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18372";"28";"201820";"8B";"IMPLEMENTACION";"Nombre profesor1112";"Login profesor1111";
"CTE-1120";"Proyecto Cte-1121";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1122";"Curso1119";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18373";"29";"201820";"8B";"IMPLEMENTACION";"Nombre profesor1112";"Login profesor1111";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-16764";"1";"201810";"8A";"IMPLEMENTACION";"Nombre profesor1138";"Login profesor1137";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-16761";"2";"201810";"8A";"IMPLEMENTACION";"Nombre profesor1170";"Login profesor1169";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-16762";"3";"201810";"8A";"IMPLEMENTACION";"Nombre profesor1198";"Login profesor17342";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-16763";"4";"201810";"8A";"IMPLEMENTACION";"Nombre profesor17204";"Login profesor17203";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-16759";"5";"201810";"8A";"IMPLEMENTACION";"Nombre profesor1128";"Login profesor1127";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18004";"14";"201810";"8B";"IMPLEMENTACION";"Nombre profesor1088";"Login profesor1087";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-16760";"6";"201810";"8A";"IMPLEMENTACION";"Nombre profesor1145";"Login profesor1144";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-16768";"7";"201810";"8A";"IMPLEMENTACION";"Nombre profesor1198";"Login profesor17342";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-16765";"8";"201810";"8A";"IMPLEMENTACION";"Nombre profesor1170";"Login profesor1169";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-16766";"9";"201810";"8A";"IMPLEMENTACION";"Nombre profesor1092";"Login profesor1091";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-16767";"10";"201810";"8A";"IMPLEMENTACION";"Nombre profesor17204";"Login profesor17203";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18005";"11";"201810";"8B";"IMPLEMENTACION";"Nombre profesor1138";"Login profesor1137";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18006";"12";"201810";"8B";"IMPLEMENTACION";"Nombre profesor1198";"Login profesor17342";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18007";"13";"201810";"8B";"IMPLEMENTACION";"Nombre profesor1108";"Login profesor1107";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18008";"15";"201810";"8B";"IMPLEMENTACION";"Nombre profesor17224";"Login profesor17223";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18009";"17";"201810";"8B";"IMPLEMENTACION";"Nombre profesor1145";"Login profesor1144";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18010";"19";"201810";"8B";"IMPLEMENTACION";"Nombre profesor1088";"Login profesor1087";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18011";"20";"201810";"8B";"IMPLEMENTACION";"Nombre profesor1145";"Login profesor1144";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18012";"21";"201810";"8B";"IMPLEMENTACION";"Nombre profesor17224";"Login profesor17223";
"CTE-1155";"Proyecto Cte-1156";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"SI";"COD1157";"Curso1154";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18148";"1";"201819";"1";"IMPLEMENTACION";"Nombre profesor1138";"Login profesor1137";
